"site_no","date","discharge"
"02331600",1990-01-01,1630
"02331600",1990-01-02,1080
"02331600",1990-01-03,928
"02331600",1990-01-04,1010
"02331600",1990-01-05,1040
"02331600",1990-01-06,1130
"02331600",1990-01-07,1050
"02331600",1990-01-08,1240
"02331600",1990-01-09,1110
"02331600",1990-01-10,1010
"02331600",1990-01-11,934
"02331600",1990-01-12,880
"02331600",1990-01-13,840
"02331600",1990-01-14,820
"02331600",1990-01-15,808
"02331600",1990-01-16,790
"02331600",1990-01-17,776
"02331600",1990-01-18,796
"02331600",1990-01-19,770
"02331600",1990-01-20,877
"02331600",1990-01-21,2830
"02331600",1990-01-22,1370
"02331600",1990-01-23,1100
"02331600",1990-01-24,1070
"02331600",1990-01-25,3070
"02331600",1990-01-26,1950
"02331600",1990-01-27,1400
"02331600",1990-01-28,1220
"02331600",1990-01-29,1420
"02331600",1990-01-30,1540
"02331600",1990-01-31,1260
"02331600",1990-02-01,1160
"02331600",1990-02-02,1120
"02331600",1990-02-03,1120
"02331600",1990-02-04,1960
"02331600",1990-02-05,1560
"02331600",1990-02-06,1290
"02331600",1990-02-07,1250
"02331600",1990-02-08,1150
"02331600",1990-02-09,1210
"02331600",1990-02-10,4410
"02331600",1990-02-11,2200
"02331600",1990-02-12,1670
"02331600",1990-02-13,1470
"02331600",1990-02-14,1370
"02331600",1990-02-15,1310
"02331600",1990-02-16,4500
"02331600",1990-02-17,3110
"02331600",1990-02-18,2110
"02331600",1990-02-19,2390
"02331600",1990-02-20,1900
"02331600",1990-02-21,1680
"02331600",1990-02-22,1860
"02331600",1990-02-23,1900
"02331600",1990-02-24,1640
"02331600",1990-02-25,1500
"02331600",1990-02-26,1440
"02331600",1990-02-27,1400
"02331600",1990-02-28,1370
"02331600",1990-03-01,1350
"02331600",1990-03-02,1950
"02331600",1990-03-03,3160
"02331600",1990-03-04,1930
"02331600",1990-03-05,1640
"02331600",1990-03-06,1490
"02331600",1990-03-07,1410
"02331600",1990-03-08,1510
"02331600",1990-03-09,1840
"02331600",1990-03-10,1770
"02331600",1990-03-11,1600
"02331600",1990-03-12,1460
"02331600",1990-03-13,1390
"02331600",1990-03-14,1350
"02331600",1990-03-15,1320
"02331600",1990-03-16,2850
"02331600",1990-03-17,14100
"02331600",1990-03-18,4100
"02331600",1990-03-19,2740
"02331600",1990-03-20,2360
"02331600",1990-03-21,2050
"02331600",1990-03-22,1900
"02331600",1990-03-23,1820
"02331600",1990-03-24,1730
"02331600",1990-03-25,1680
"02331600",1990-03-26,1640
"02331600",1990-03-27,1580
"02331600",1990-03-28,1520
"02331600",1990-03-29,1520
"02331600",1990-03-30,1520
"02331600",1990-03-31,1530
"02331600",1990-04-01,1440
"02331600",1990-04-02,1410
"02331600",1990-04-03,1370
"02331600",1990-04-04,1330
"02331600",1990-04-05,1300
"02331600",1990-04-06,1290
"02331600",1990-04-07,1270
"02331600",1990-04-08,1210
"02331600",1990-04-09,1200
"02331600",1990-04-10,1210
"02331600",1990-04-11,1360
"02331600",1990-04-12,1190
"02331600",1990-04-13,1150
"02331600",1990-04-14,1130
"02331600",1990-04-15,1160
"02331600",1990-04-16,1120
"02331600",1990-04-17,1080
"02331600",1990-04-18,1050
"02331600",1990-04-19,1020
"02331600",1990-04-20,1020
"02331600",1990-04-21,1040
"02331600",1990-04-22,1020
"02331600",1990-04-23,1010
"02331600",1990-04-24,984
"02331600",1990-04-25,950
"02331600",1990-04-26,925
"02331600",1990-04-27,907
"02331600",1990-04-28,1120
"02331600",1990-04-29,1170
"02331600",1990-04-30,988
"02331600",1990-05-01,923
"02331600",1990-05-02,886
"02331600",1990-05-03,865
"02331600",1990-05-04,857
"02331600",1990-05-05,855
"02331600",1990-05-06,813
"02331600",1990-05-07,805
"02331600",1990-05-08,780
"02331600",1990-05-09,987
"02331600",1990-05-10,1840
"02331600",1990-05-11,1130
"02331600",1990-05-12,957
"02331600",1990-05-13,945
"02331600",1990-05-14,882
"02331600",1990-05-15,819
"02331600",1990-05-16,813
"02331600",1990-05-17,845
"02331600",1990-05-18,781
"02331600",1990-05-19,733
"02331600",1990-05-20,1040
"02331600",1990-05-21,1040
"02331600",1990-05-22,842
"02331600",1990-05-23,784
"02331600",1990-05-24,745
"02331600",1990-05-25,720
"02331600",1990-05-26,704
"02331600",1990-05-27,700
"02331600",1990-05-28,736
"02331600",1990-05-29,791
"02331600",1990-05-30,674
"02331600",1990-05-31,650
"02331600",1990-06-01,639
"02331600",1990-06-02,652
"02331600",1990-06-03,708
"02331600",1990-06-04,671
"02331600",1990-06-05,618
"02331600",1990-06-06,599
"02331600",1990-06-07,588
"02331600",1990-06-08,574
"02331600",1990-06-09,560
"02331600",1990-06-10,573
"02331600",1990-06-11,540
"02331600",1990-06-12,513
"02331600",1990-06-13,505
"02331600",1990-06-14,499
"02331600",1990-06-15,490
"02331600",1990-06-16,477
"02331600",1990-06-17,508
"02331600",1990-06-18,494
"02331600",1990-06-19,461
"02331600",1990-06-20,442
"02331600",1990-06-21,431
"02331600",1990-06-22,428
"02331600",1990-06-23,416
"02331600",1990-06-24,405
"02331600",1990-06-25,401
"02331600",1990-06-26,393
"02331600",1990-06-27,390
"02331600",1990-06-28,410
"02331600",1990-06-29,398
"02331600",1990-06-30,384
"02331600",1990-07-01,368
"02331600",1990-07-02,365
"02331600",1990-07-03,347
"02331600",1990-07-04,335
"02331600",1990-07-05,331
"02331600",1990-07-06,322
"02331600",1990-07-07,318
"02331600",1990-07-08,332
"02331600",1990-07-09,345
"02331600",1990-07-10,377
"02331600",1990-07-11,384
"02331600",1990-07-12,365
"02331600",1990-07-13,478
"02331600",1990-07-14,1260
"02331600",1990-07-15,1120
"02331600",1990-07-16,558
"02331600",1990-07-17,452
"02331600",1990-07-18,537
"02331600",1990-07-19,530
"02331600",1990-07-20,538
"02331600",1990-07-21,1070
"02331600",1990-07-22,1090
"02331600",1990-07-23,1270
"02331600",1990-07-24,723
"02331600",1990-07-25,605
"02331600",1990-07-26,514
"02331600",1990-07-27,464
"02331600",1990-07-28,434
"02331600",1990-07-29,427
"02331600",1990-07-30,448
"02331600",1990-07-31,405
"02331600",1990-08-01,381
"02331600",1990-08-02,385
"02331600",1990-08-03,406
"02331600",1990-08-04,541
"02331600",1990-08-05,480
"02331600",1990-08-06,593
"02331600",1990-08-07,438
"02331600",1990-08-08,396
"02331600",1990-08-09,400
"02331600",1990-08-10,462
"02331600",1990-08-11,386
"02331600",1990-08-12,367
"02331600",1990-08-13,363
"02331600",1990-08-14,361
"02331600",1990-08-15,372
"02331600",1990-08-16,367
"02331600",1990-08-17,335
"02331600",1990-08-18,327
"02331600",1990-08-19,331
"02331600",1990-08-20,331
"02331600",1990-08-21,335
"02331600",1990-08-22,467
"02331600",1990-08-23,675
"02331600",1990-08-24,554
"02331600",1990-08-25,414
"02331600",1990-08-26,368
"02331600",1990-08-27,358
"02331600",1990-08-28,331
"02331600",1990-08-29,314
"02331600",1990-08-30,335
"02331600",1990-08-31,496
"02331600",1990-09-01,349
"02331600",1990-09-02,322
"02331600",1990-09-03,311
"02331600",1990-09-04,309
"02331600",1990-09-05,296
"02331600",1990-09-06,288
"02331600",1990-09-07,284
"02331600",1990-09-08,270
"02331600",1990-09-09,631
"02331600",1990-09-10,445
"02331600",1990-09-11,709
"02331600",1990-09-12,969
"02331600",1990-09-13,2030
"02331600",1990-09-14,1710
"02331600",1990-09-15,1160
"02331600",1990-09-16,719
"02331600",1990-09-17,571
"02331600",1990-09-18,497
"02331600",1990-09-19,462
"02331600",1990-09-20,443
"02331600",1990-09-21,421
"02331600",1990-09-22,849
"02331600",1990-09-23,559
"02331600",1990-09-24,458
"02331600",1990-09-25,425
"02331600",1990-09-26,403
"02331600",1990-09-27,392
"02331600",1990-09-28,377
"02331600",1990-09-29,367
"02331600",1990-09-30,366
"02331600",1990-10-01,368
"02331600",1990-10-02,351
"02331600",1990-10-03,343
"02331600",1990-10-04,381
"02331600",1990-10-05,417
"02331600",1990-10-06,342
"02331600",1990-10-07,338
"02331600",1990-10-08,362
"02331600",1990-10-09,355
"02331600",1990-10-10,430
"02331600",1990-10-11,572
"02331600",1990-10-12,1100
"02331600",1990-10-13,697
"02331600",1990-10-14,526
"02331600",1990-10-15,463
"02331600",1990-10-16,421
"02331600",1990-10-17,403
"02331600",1990-10-18,1230
"02331600",1990-10-19,880
"02331600",1990-10-20,615
"02331600",1990-10-21,543
"02331600",1990-10-22,856
"02331600",1990-10-23,1500
"02331600",1990-10-24,938
"02331600",1990-10-25,776
"02331600",1990-10-26,680
"02331600",1990-10-27,605
"02331600",1990-10-28,572
"02331600",1990-10-29,545
"02331600",1990-10-30,518
"02331600",1990-10-31,506
"02331600",1990-11-01,490
"02331600",1990-11-02,476
"02331600",1990-11-03,460
"02331600",1990-11-04,461
"02331600",1990-11-05,474
"02331600",1990-11-06,492
"02331600",1990-11-07,454
"02331600",1990-11-08,440
"02331600",1990-11-09,509
"02331600",1990-11-10,888
"02331600",1990-11-11,585
"02331600",1990-11-12,526
"02331600",1990-11-13,493
"02331600",1990-11-14,475
"02331600",1990-11-15,461
"02331600",1990-11-16,451
"02331600",1990-11-17,447
"02331600",1990-11-18,434
"02331600",1990-11-19,431
"02331600",1990-11-20,426
"02331600",1990-11-21,419
"02331600",1990-11-22,417
"02331600",1990-11-23,421
"02331600",1990-11-24,408
"02331600",1990-11-25,399
"02331600",1990-11-26,403
"02331600",1990-11-27,398
"02331600",1990-11-28,426
"02331600",1990-11-29,471
"02331600",1990-11-30,398
"02331600",1990-12-01,386
"02331600",1990-12-02,392
"02331600",1990-12-03,675
"02331600",1990-12-04,1050
"02331600",1990-12-05,638
"02331600",1990-12-06,547
"02331600",1990-12-07,510
"02331600",1990-12-08,488
"02331600",1990-12-09,464
"02331600",1990-12-10,457
"02331600",1990-12-11,441
"02331600",1990-12-12,433
"02331600",1990-12-13,458
"02331600",1990-12-14,427
"02331600",1990-12-15,415
"02331600",1990-12-16,420
"02331600",1990-12-17,423
"02331600",1990-12-18,436
"02331600",1990-12-19,563
"02331600",1990-12-20,503
"02331600",1990-12-21,652
"02331600",1990-12-22,594
"02331600",1990-12-23,1390
"02331600",1990-12-24,2350
"02331600",1990-12-25,1150
"02331600",1990-12-26,907
"02331600",1990-12-27,878
"02331600",1990-12-28,956
"02331600",1990-12-29,869
"02331600",1990-12-30,873
"02331600",1990-12-31,1030
"02331600",1991-01-01,902
"02331600",1991-01-02,822
"02331600",1991-01-03,820
"02331600",1991-01-04,853
"02331600",1991-01-05,774
"02331600",1991-01-06,742
"02331600",1991-01-07,762
"02331600",1991-01-08,861
"02331600",1991-01-09,812
"02331600",1991-01-10,766
"02331600",1991-01-11,3100
"02331600",1991-01-12,1900
"02331600",1991-01-13,1300
"02331600",1991-01-14,1100
"02331600",1991-01-15,1010
"02331600",1991-01-16,1340
"02331600",1991-01-17,1080
"02331600",1991-01-18,974
"02331600",1991-01-19,934
"02331600",1991-01-20,965
"02331600",1991-01-21,888
"02331600",1991-01-22,835
"02331600",1991-01-23,812
"02331600",1991-01-24,814
"02331600",1991-01-25,805
"02331600",1991-01-26,784
"02331600",1991-01-27,767
"02331600",1991-01-28,753
"02331600",1991-01-29,733
"02331600",1991-01-30,1010
"02331600",1991-01-31,1200
"02331600",1991-02-01,908
"02331600",1991-02-02,832
"02331600",1991-02-03,797
"02331600",1991-02-04,764
"02331600",1991-02-05,743
"02331600",1991-02-06,795
"02331600",1991-02-07,794
"02331600",1991-02-08,739
"02331600",1991-02-09,713
"02331600",1991-02-10,702
"02331600",1991-02-11,681
"02331600",1991-02-12,665
"02331600",1991-02-13,709
"02331600",1991-02-14,1170
"02331600",1991-02-15,864
"02331600",1991-02-16,766
"02331600",1991-02-17,771
"02331600",1991-02-18,979
"02331600",1991-02-19,906
"02331600",1991-02-20,1550
"02331600",1991-02-21,1310
"02331600",1991-02-22,1070
"02331600",1991-02-23,1070
"02331600",1991-02-24,956
"02331600",1991-02-25,901
"02331600",1991-02-26,866
"02331600",1991-02-27,822
"02331600",1991-02-28,795
"02331600",1991-03-01,805
"02331600",1991-03-02,1680
"02331600",1991-03-03,1900
"02331600",1991-03-04,1580
"02331600",1991-03-05,1220
"02331600",1991-03-06,1100
"02331600",1991-03-07,1130
"02331600",1991-03-08,1110
"02331600",1991-03-09,1080
"02331600",1991-03-10,996
"02331600",1991-03-11,947
"02331600",1991-03-12,920
"02331600",1991-03-13,1450
"02331600",1991-03-14,1190
"02331600",1991-03-15,1030
"02331600",1991-03-16,956
"02331600",1991-03-17,930
"02331600",1991-03-18,1170
"02331600",1991-03-19,1030
"02331600",1991-03-20,957
"02331600",1991-03-21,923
"02331600",1991-03-22,901
"02331600",1991-03-23,891
"02331600",1991-03-24,863
"02331600",1991-03-25,835
"02331600",1991-03-26,817
"02331600",1991-03-27,812
"02331600",1991-03-28,896
"02331600",1991-03-29,3170
"02331600",1991-03-30,2350
"02331600",1991-03-31,1470
"02331600",1991-04-01,1280
"02331600",1991-04-02,1170
"02331600",1991-04-03,1080
"02331600",1991-04-04,1040
"02331600",1991-04-05,1300
"02331600",1991-04-06,1210
"02331600",1991-04-07,1100
"02331600",1991-04-08,1100
"02331600",1991-04-09,1370
"02331600",1991-04-10,1270
"02331600",1991-04-11,1110
"02331600",1991-04-12,1070
"02331600",1991-04-13,1210
"02331600",1991-04-14,1240
"02331600",1991-04-15,1170
"02331600",1991-04-16,1090
"02331600",1991-04-17,1040
"02331600",1991-04-18,1000
"02331600",1991-04-19,2310
"02331600",1991-04-20,1780
"02331600",1991-04-21,1380
"02331600",1991-04-22,1240
"02331600",1991-04-23,1150
"02331600",1991-04-24,1100
"02331600",1991-04-25,1050
"02331600",1991-04-26,1020
"02331600",1991-04-27,1130
"02331600",1991-04-28,1480
"02331600",1991-04-29,1840
"02331600",1991-04-30,1880
"02331600",1991-05-01,1370
"02331600",1991-05-02,1200
"02331600",1991-05-03,1110
"02331600",1991-05-04,1290
"02331600",1991-05-05,1840
"02331600",1991-05-06,2640
"02331600",1991-05-07,1600
"02331600",1991-05-08,1350
"02331600",1991-05-09,1460
"02331600",1991-05-10,1670
"02331600",1991-05-11,1510
"02331600",1991-05-12,1540
"02331600",1991-05-13,1360
"02331600",1991-05-14,1300
"02331600",1991-05-15,1270
"02331600",1991-05-16,1310
"02331600",1991-05-17,1330
"02331600",1991-05-18,1230
"02331600",1991-05-19,1340
"02331600",1991-05-20,1170
"02331600",1991-05-21,1200
"02331600",1991-05-22,1140
"02331600",1991-05-23,1130
"02331600",1991-05-24,1100
"02331600",1991-05-25,1050
"02331600",1991-05-26,1030
"02331600",1991-05-27,1100
"02331600",1991-05-28,1330
"02331600",1991-05-29,1090
"02331600",1991-05-30,1020
"02331600",1991-05-31,979
"02331600",1991-06-01,963
"02331600",1991-06-02,1040
"02331600",1991-06-03,1080
"02331600",1991-06-04,1030
"02331600",1991-06-05,948
"02331600",1991-06-06,901
"02331600",1991-06-07,868
"02331600",1991-06-08,857
"02331600",1991-06-09,853
"02331600",1991-06-10,835
"02331600",1991-06-11,811
"02331600",1991-06-12,982
"02331600",1991-06-13,1230
"02331600",1991-06-14,1030
"02331600",1991-06-15,990
"02331600",1991-06-16,1040
"02331600",1991-06-17,1080
"02331600",1991-06-18,908
"02331600",1991-06-19,1040
"02331600",1991-06-20,1090
"02331600",1991-06-21,1010
"02331600",1991-06-22,973
"02331600",1991-06-23,894
"02331600",1991-06-24,872
"02331600",1991-06-25,836
"02331600",1991-06-26,1100
"02331600",1991-06-27,1400
"02331600",1991-06-28,1370
"02331600",1991-06-29,1080
"02331600",1991-06-30,1010
"02331600",1991-07-01,903
"02331600",1991-07-02,872
"02331600",1991-07-03,818
"02331600",1991-07-04,802
"02331600",1991-07-05,825
"02331600",1991-07-06,770
"02331600",1991-07-07,740
"02331600",1991-07-08,751
"02331600",1991-07-09,743
"02331600",1991-07-10,707
"02331600",1991-07-11,688
"02331600",1991-07-12,669
"02331600",1991-07-13,642
"02331600",1991-07-14,628
"02331600",1991-07-15,624
"02331600",1991-07-16,598
"02331600",1991-07-17,847
"02331600",1991-07-18,1400
"02331600",1991-07-19,1170
"02331600",1991-07-20,906
"02331600",1991-07-21,812
"02331600",1991-07-22,750
"02331600",1991-07-23,696
"02331600",1991-07-24,722
"02331600",1991-07-25,1080
"02331600",1991-07-26,812
"02331600",1991-07-27,855
"02331600",1991-07-28,840
"02331600",1991-07-29,791
"02331600",1991-07-30,966
"02331600",1991-07-31,877
"02331600",1991-08-01,935
"02331600",1991-08-02,933
"02331600",1991-08-03,891
"02331600",1991-08-04,729
"02331600",1991-08-05,681
"02331600",1991-08-06,671
"02331600",1991-08-07,661
"02331600",1991-08-08,746
"02331600",1991-08-09,729
"02331600",1991-08-10,691
"02331600",1991-08-11,652
"02331600",1991-08-12,964
"02331600",1991-08-13,841
"02331600",1991-08-14,996
"02331600",1991-08-15,986
"02331600",1991-08-16,761
"02331600",1991-08-17,687
"02331600",1991-08-18,699
"02331600",1991-08-19,699
"02331600",1991-08-20,913
"02331600",1991-08-21,683
"02331600",1991-08-22,640
"02331600",1991-08-23,615
"02331600",1991-08-24,581
"02331600",1991-08-25,618
"02331600",1991-08-26,5980
"02331600",1991-08-27,2310
"02331600",1991-08-28,1410
"02331600",1991-08-29,1220
"02331600",1991-08-30,1150
"02331600",1991-08-31,977
"02331600",1991-09-01,868
"02331600",1991-09-02,821
"02331600",1991-09-03,795
"02331600",1991-09-04,756
"02331600",1991-09-05,723
"02331600",1991-09-06,703
"02331600",1991-09-07,689
"02331600",1991-09-08,669
"02331600",1991-09-09,662
"02331600",1991-09-10,623
"02331600",1991-09-11,614
"02331600",1991-09-12,605
"02331600",1991-09-13,589
"02331600",1991-09-14,585
"02331600",1991-09-15,581
"02331600",1991-09-16,565
"02331600",1991-09-17,551
"02331600",1991-09-18,601
"02331600",1991-09-19,1080
"02331600",1991-09-20,664
"02331600",1991-09-21,577
"02331600",1991-09-22,540
"02331600",1991-09-23,554
"02331600",1991-09-24,547
"02331600",1991-09-25,763
"02331600",1991-09-26,656
"02331600",1991-09-27,560
"02331600",1991-09-28,507
"02331600",1991-09-29,506
"02331600",1991-09-30,509
"02331600",1991-10-01,479
"02331600",1991-10-02,484
"02331600",1991-10-03,487
"02331600",1991-10-04,475
"02331600",1991-10-05,473
"02331600",1991-10-06,465
"02331600",1991-10-07,448
"02331600",1991-10-08,444
"02331600",1991-10-09,443
"02331600",1991-10-10,445
"02331600",1991-10-11,438
"02331600",1991-10-12,424
"02331600",1991-10-13,423
"02331600",1991-10-14,425
"02331600",1991-10-15,460
"02331600",1991-10-16,450
"02331600",1991-10-17,423
"02331600",1991-10-18,414
"02331600",1991-10-19,397
"02331600",1991-10-20,408
"02331600",1991-10-21,410
"02331600",1991-10-22,409
"02331600",1991-10-23,406
"02331600",1991-10-24,406
"02331600",1991-10-25,403
"02331600",1991-10-26,391
"02331600",1991-10-27,403
"02331600",1991-10-28,399
"02331600",1991-10-29,382
"02331600",1991-10-30,376
"02331600",1991-10-31,380
"02331600",1991-11-01,442
"02331600",1991-11-02,577
"02331600",1991-11-03,451
"02331600",1991-11-04,434
"02331600",1991-11-05,416
"02331600",1991-11-06,417
"02331600",1991-11-07,415
"02331600",1991-11-08,405
"02331600",1991-11-09,404
"02331600",1991-11-10,449
"02331600",1991-11-11,431
"02331600",1991-11-12,406
"02331600",1991-11-13,404
"02331600",1991-11-14,398
"02331600",1991-11-15,400
"02331600",1991-11-16,387
"02331600",1991-11-17,395
"02331600",1991-11-18,401
"02331600",1991-11-19,443
"02331600",1991-11-20,428
"02331600",1991-11-21,812
"02331600",1991-11-22,2190
"02331600",1991-11-23,1010
"02331600",1991-11-24,700
"02331600",1991-11-25,592
"02331600",1991-11-26,532
"02331600",1991-11-27,495
"02331600",1991-11-28,482
"02331600",1991-11-29,480
"02331600",1991-11-30,504
"02331600",1991-12-01,861
"02331600",1991-12-02,1210
"02331600",1991-12-03,1760
"02331600",1991-12-04,1380
"02331600",1991-12-05,926
"02331600",1991-12-06,776
"02331600",1991-12-07,702
"02331600",1991-12-08,662
"02331600",1991-12-09,639
"02331600",1991-12-10,681
"02331600",1991-12-11,605
"02331600",1991-12-12,583
"02331600",1991-12-13,574
"02331600",1991-12-14,655
"02331600",1991-12-15,610
"02331600",1991-12-16,568
"02331600",1991-12-17,542
"02331600",1991-12-18,519
"02331600",1991-12-19,517
"02331600",1991-12-20,499
"02331600",1991-12-21,497
"02331600",1991-12-22,489
"02331600",1991-12-23,540
"02331600",1991-12-24,704
"02331600",1991-12-25,558
"02331600",1991-12-26,537
"02331600",1991-12-27,511
"02331600",1991-12-28,968
"02331600",1991-12-29,1170
"02331600",1991-12-30,805
"02331600",1991-12-31,682
"02331600",1992-01-01,637
"02331600",1992-01-02,627
"02331600",1992-01-03,1720
"02331600",1992-01-04,1140
"02331600",1992-01-05,863
"02331600",1992-01-06,773
"02331600",1992-01-07,725
"02331600",1992-01-08,671
"02331600",1992-01-09,667
"02331600",1992-01-10,656
"02331600",1992-01-11,619
"02331600",1992-01-12,627
"02331600",1992-01-13,683
"02331600",1992-01-14,967
"02331600",1992-01-15,775
"02331600",1992-01-16,705
"02331600",1992-01-17,678
"02331600",1992-01-18,684
"02331600",1992-01-19,670
"02331600",1992-01-20,648
"02331600",1992-01-21,618
"02331600",1992-01-22,580
"02331600",1992-01-23,1670
"02331600",1992-01-24,1130
"02331600",1992-01-25,856
"02331600",1992-01-26,781
"02331600",1992-01-27,732
"02331600",1992-01-28,725
"02331600",1992-01-29,691
"02331600",1992-01-30,669
"02331600",1992-01-31,647
"02331600",1992-02-01,622
"02331600",1992-02-02,614
"02331600",1992-02-03,610
"02331600",1992-02-04,598
"02331600",1992-02-05,594
"02331600",1992-02-06,580
"02331600",1992-02-07,571
"02331600",1992-02-08,550
"02331600",1992-02-09,552
"02331600",1992-02-10,549
"02331600",1992-02-11,544
"02331600",1992-02-12,541
"02331600",1992-02-13,550
"02331600",1992-02-14,551
"02331600",1992-02-15,2070
"02331600",1992-02-16,1450
"02331600",1992-02-17,983
"02331600",1992-02-18,925
"02331600",1992-02-19,938
"02331600",1992-02-20,843
"02331600",1992-02-21,774
"02331600",1992-02-22,737
"02331600",1992-02-23,1490
"02331600",1992-02-24,1390
"02331600",1992-02-25,3260
"02331600",1992-02-26,4540
"02331600",1992-02-27,1930
"02331600",1992-02-28,1440
"02331600",1992-02-29,1250
"02331600",1992-03-01,1120
"02331600",1992-03-02,1050
"02331600",1992-03-03,993
"02331600",1992-03-04,956
"02331600",1992-03-05,940
"02331600",1992-03-06,2070
"02331600",1992-03-07,2000
"02331600",1992-03-08,1430
"02331600",1992-03-09,1230
"02331600",1992-03-10,1500
"02331600",1992-03-11,1440
"02331600",1992-03-12,1230
"02331600",1992-03-13,1140
"02331600",1992-03-14,1080
"02331600",1992-03-15,1050
"02331600",1992-03-16,1010
"02331600",1992-03-17,980
"02331600",1992-03-18,1010
"02331600",1992-03-19,2250
"02331600",1992-03-20,1390
"02331600",1992-03-21,1190
"02331600",1992-03-22,1170
"02331600",1992-03-23,1560
"02331600",1992-03-24,1220
"02331600",1992-03-25,1140
"02331600",1992-03-26,1250
"02331600",1992-03-27,1130
"02331600",1992-03-28,1060
"02331600",1992-03-29,1030
"02331600",1992-03-30,1050
"02331600",1992-03-31,1060
"02331600",1992-04-01,996
"02331600",1992-04-02,964
"02331600",1992-04-03,944
"02331600",1992-04-04,926
"02331600",1992-04-05,917
"02331600",1992-04-06,899
"02331600",1992-04-07,904
"02331600",1992-04-08,891
"02331600",1992-04-09,861
"02331600",1992-04-10,855
"02331600",1992-04-11,1020
"02331600",1992-04-12,1140
"02331600",1992-04-13,986
"02331600",1992-04-14,914
"02331600",1992-04-15,898
"02331600",1992-04-16,887
"02331600",1992-04-17,850
"02331600",1992-04-18,832
"02331600",1992-04-19,828
"02331600",1992-04-20,947
"02331600",1992-04-21,1340
"02331600",1992-04-22,1160
"02331600",1992-04-23,983
"02331600",1992-04-24,917
"02331600",1992-04-25,885
"02331600",1992-04-26,850
"02331600",1992-04-27,831
"02331600",1992-04-28,814
"02331600",1992-04-29,794
"02331600",1992-04-30,786
"02331600",1992-05-01,778
"02331600",1992-05-02,749
"02331600",1992-05-03,737
"02331600",1992-05-04,720
"02331600",1992-05-05,705
"02331600",1992-05-06,707
"02331600",1992-05-07,761
"02331600",1992-05-08,986
"02331600",1992-05-09,926
"02331600",1992-05-10,777
"02331600",1992-05-11,745
"02331600",1992-05-12,711
"02331600",1992-05-13,723
"02331600",1992-05-14,787
"02331600",1992-05-15,703
"02331600",1992-05-16,672
"02331600",1992-05-17,657
"02331600",1992-05-18,652
"02331600",1992-05-19,700
"02331600",1992-05-20,734
"02331600",1992-05-21,659
"02331600",1992-05-22,629
"02331600",1992-05-23,606
"02331600",1992-05-24,596
"02331600",1992-05-25,591
"02331600",1992-05-26,589
"02331600",1992-05-27,578
"02331600",1992-05-28,563
"02331600",1992-05-29,635
"02331600",1992-05-30,722
"02331600",1992-05-31,631
"02331600",1992-06-01,582
"02331600",1992-06-02,564
"02331600",1992-06-03,759
"02331600",1992-06-04,2170
"02331600",1992-06-05,1330
"02331600",1992-06-06,922
"02331600",1992-06-07,789
"02331600",1992-06-08,764
"02331600",1992-06-09,881
"02331600",1992-06-10,951
"02331600",1992-06-11,825
"02331600",1992-06-12,1060
"02331600",1992-06-13,1080
"02331600",1992-06-14,1230
"02331600",1992-06-15,1230
"02331600",1992-06-16,958
"02331600",1992-06-17,846
"02331600",1992-06-18,793
"02331600",1992-06-19,758
"02331600",1992-06-20,706
"02331600",1992-06-21,669
"02331600",1992-06-22,640
"02331600",1992-06-23,619
"02331600",1992-06-24,605
"02331600",1992-06-25,585
"02331600",1992-06-26,661
"02331600",1992-06-27,656
"02331600",1992-06-28,674
"02331600",1992-06-29,628
"02331600",1992-06-30,602
"02331600",1992-07-01,693
"02331600",1992-07-02,783
"02331600",1992-07-03,849
"02331600",1992-07-04,698
"02331600",1992-07-05,626
"02331600",1992-07-06,607
"02331600",1992-07-07,558
"02331600",1992-07-08,540
"02331600",1992-07-09,531
"02331600",1992-07-10,518
"02331600",1992-07-11,511
"02331600",1992-07-12,507
"02331600",1992-07-13,498
"02331600",1992-07-14,480
"02331600",1992-07-15,478
"02331600",1992-07-16,481
"02331600",1992-07-17,467
"02331600",1992-07-18,657
"02331600",1992-07-19,495
"02331600",1992-07-20,447
"02331600",1992-07-21,441
"02331600",1992-07-22,525
"02331600",1992-07-23,613
"02331600",1992-07-24,528
"02331600",1992-07-25,489
"02331600",1992-07-26,442
"02331600",1992-07-27,452
"02331600",1992-07-28,431
"02331600",1992-07-29,395
"02331600",1992-07-30,381
"02331600",1992-07-31,375
"02331600",1992-08-01,382
"02331600",1992-08-02,359
"02331600",1992-08-03,355
"02331600",1992-08-04,343
"02331600",1992-08-05,336
"02331600",1992-08-06,336
"02331600",1992-08-07,358
"02331600",1992-08-08,362
"02331600",1992-08-09,351
"02331600",1992-08-10,340
"02331600",1992-08-11,364
"02331600",1992-08-12,343
"02331600",1992-08-13,798
"02331600",1992-08-14,701
"02331600",1992-08-15,463
"02331600",1992-08-16,518
"02331600",1992-08-17,515
"02331600",1992-08-18,597
"02331600",1992-08-19,435
"02331600",1992-08-20,401
"02331600",1992-08-21,668
"02331600",1992-08-22,2540
"02331600",1992-08-23,1880
"02331600",1992-08-24,1210
"02331600",1992-08-25,816
"02331600",1992-08-26,668
"02331600",1992-08-27,740
"02331600",1992-08-28,4730
"02331600",1992-08-29,1580
"02331600",1992-08-30,1080
"02331600",1992-08-31,884
"02331600",1992-09-01,765
"02331600",1992-09-02,681
"02331600",1992-09-03,645
